Training file read
Movie User Rating Prediction
8 573364  1.0 3.088410711927952
111 2501829  4.0 3.507622774777737
111 2361318  2.0 2.9540963032927823
111 2270830  3.0 2.4372225967267607
111 2292731  4.0 3.588356116522961
111 1360550  3.0 3.6205255539091468
111 1003661  3.0 3.188501486102065
111 1631698  3.0 3.17214889324419
111 1773695  3.0 3.381446091677756
111 1398256  4.0 3.0387196289422946
111 1663888  3.0 3.026143135282288
111 874830  3.0 3.236306437586945
111 1076056  4.0 4.035642755164751
111 1001928  3.0 2.799149717815901
111 1418514  4.0 2.7892668659478246
111 1058309  4.0 3.129141693018787
111 2395020  3.0 3.825813127335328
111 410989  3.0 3.0993769160587115
111 812726  4.0 3.24452639558226
111 1832810  5.0 4.667186595504112
111 2330786  2.0 3.4422588827641665
111 214191  3.0 3.280816582306149
111 39450  5.0 3.978359758309715
111 2432231  4.0 3.238276668488843
111 2592723  4.0 3.5178228896000463
111 974878  4.0 3.6835610545726745
111 2316467  3.0 3.312666754308056
111 2105294  4.0 3.0773792356058745
111 1852040  3.0 1.6818556133030693
111 1233312  3.0 2.5566413484079487
111 1275794  3.0 2.948889399857385
111 1726192  2.0 2.9138646346964236
111 345868  2.0 3.605974056137107
111 2617354  3.0 3.1398563027152564
111 1276983  2.0 2.35699656552256
111 84970  3.0 3.270173807214058
111 1228562  1.0 3.155173713133153
111 911514  2.0 3.4912246560616964
111 1062800  3.0 2.97808141319705
111 629874  3.0 3.1080714137747716
111 2216150  3.0 2.699304535698232
111 1404811  3.0 2.928550315303651
111 954742  3.0 2.966823449254767
111 2263378  4.0 3.339473474532113
111 2534701  3.0 3.1769706379069853
111 528772  3.0 3.0480643415855595
111 1423566  5.0 3.462651402609137
111 2243515  4.0 3.1450087408132377
111 1740238  2.0 2.5892491882460877
122 1977128  3.0 2.8490028031877044
122 1478381  3.0 3.2847743423857843
122 1235769  2.0 2.125533183742238
122 2081711  3.0 3.065500248944882
122 2647197  1.0 3.1094433838132707
122 1926750  2.0 2.776118520650915
122 1696241  2.0 2.789697576096702
122 1734270  2.0 2.5810134271930214
122 983389  5.0 3.277617689795616
122 880471  2.0 3.1627928386234987
122 1072055  3.0 2.543162421349501
122 2642350  3.0 2.8321109817334893
122 407037  1.0 2.359322750344167
122 514787  5.0 3.5354009138319387
122 2627800  3.0 2.4380990641038442
122 2174688  2.0 2.212038559639545
122 237413  2.0 3.1112085964647505
122 2274452  4.0 2.94345390430842
122 1842072  4.0 3.188592162648491
122 1397843  4.0 3.3061162227698513
122 2247242  4.0 3.189564328872485
122 1746378  3.0 3.3462748854249185
122 726079  3.0 3.1647118996777657
122 260187  1.0 3.099938911422513
122 958956  2.0 2.616234240606315
122 601778  3.0 2.9186735150869163
122 2032861  1.0 2.0007414024315615
122 877349  4.0 3.623422080305892
122 786950  4.0 2.936014468538282
122 2456207  2.0 2.150307115498059
122 212985  3.0 2.272660137807202
122 307517  3.0 3.7896407054899943
122 1729739  5.0 3.9731363041472507
122 416560  3.0 2.239417220973365
122 139147  3.0 2.503663470714975
122 2255880  3.0 1.8882783524823465
122 591612  3.0 2.861950720796921
122 2133714  5.0 3.5005615522558804
122 1184498  3.0 3.0112338399305147
122 1323507  2.0 2.231680669364689
122 1217643  1.0 3.4429999777741847
122 1546472  3.0 2.932236086311346
122 781021  3.0 3.105353185686664
122 1519722  3.0 3.0377338436975005
122 524218  2.0 2.681767975052348
122 1470255  2.0 2.6315689522791916
122 1265739  2.0 2.6905942127794145
122 1198962  4.0 3.2633476893813493
122 1367834  1.0 3.2910650266822685
122 2265021  2.0 2.5887049445365613
122 2270619  5.0 4.87257413146768
123 718303  4.0 2.818447353058586
123 1512017  1.0 2.8884804727680393
123 2553056  1.0 2.987893448911452
123 1434295  3.0 1.9939576087380715
123 834752  3.0 2.8159140087062737
123 1932594  3.0 1.802530307613107
123 1663467  3.0 3.0120938138020312
127 1294425  2.0 2.8967982641699552
127 2551641  2.0 2.4366719673392616
127 1455234  4.0 2.766650282794849
127 2243703  3.0 3.232414354741292
127 2630072  2.0 3.0702774426154678
127 587812  4.0 2.6487708427617513
127 568832  1.0 2.256739902724295
127 1532336  1.0 1.7986977522601166
127 1023101  3.0 2.2090016688545884
127 722033  2.0 2.5765264803626002
127 49585  3.0 1.9535884083287214
127 627975  3.0 4.234103513842708
127 1635220  3.0 3.407780321834506
127 769235  3.0 3.300983903988725
127 497457  3.0 3.2983033150984182
127 779328  2.0 2.6284807730872473
127 1918704  3.0 3.206791999692024
127 1730537  4.0 2.928180735539468
127 2035595  2.0 2.1775843421903636
127 1194698  1.0 2.253596320526079
127 984474  2.0 3.1753878995489755
127 2627800  1.0 2.225913903471273
127 2141037  4.0 2.2891283324870373
127 1771242  1.0 2.6564360366905517
127 701962  3.0 2.224007818940933
127 129766  2.0 2.3981184264426654
127 2083367  3.0 2.8531157208748694
127 1055424  3.0 2.366965771940438
127 1234576  2.0 2.874238035582909
127 894805  3.0 3.0040170766283847
127 2536547  1.0 1.9449887598702758
127 1662724  2.0 2.683511507063158
127 1313129  1.0 2.326684486518681
127 112349  5.0 2.9984122901804304
127 1129493  1.0 1.9713877709634025
127 1726869  3.0 2.245920171468123
127 2324305  5.0 2.1566840657384794
127 2636126  1.0 3.0353015738881632
127 1885503  1.0 2.4047171858010223
127 895641  3.0 2.9427451423685147
127 2264796  4.0 2.8644669050899396
127 1733203  2.0 2.283686077644212
127 298126  1.0 1.9507606424601889
127 1379159  5.0 5.07338028930398
127 2097277  1.0 2.222842692226407
127 746375  5.0 3.255569903797038
127 2424986  2.0 2.8912065546545866
127 1611857  3.0 2.811488751368637
127 1483639  3.0 2.81180033595992
127 107909  2.0 2.9221423238442883
127 554424  1.0 3.158180652370747
127 2124351  4.0 3.00313674739479
127 2427329  2.0 2.6863735622102154
127 1708823  3.0 3.1171975458252867
127 59005  1.0 1.7721690972863047
127 1912389  1.0 1.9460208159154477
127 1222252  3.0 2.7563507191696717
145 1546535  5.0 3.485860066887977
145 883478  3.0 3.0778425720481675
145 2105086  3.0 3.822891086149635
145 1177340  3.0 3.561377764100992
145 1954386  1.0 2.882455142512608
145 529889  3.0 3.1078019752146
145 2609372  4.0 3.9382395733363276
145 833829  4.0 3.9552237404115216
154 2429449  3.0 3.276389137575257
156 1502634  4.0 4.009294171636921
156 1177218  2.0 3.207979161259107
156 1523159  3.0 3.2579390913723443
156 959714  3.0 3.9704671465265022
156 1667283  3.0 3.172071470495329
156 311641  1.0 1.671480918690273
156 1909326  4.0 3.2470640571242013
156 1932377  5.0 2.9528491743485765
156 2331662  3.0 3.5347462988498712
156 1023101  2.0 3.0302076689062893
156 493082  4.0 3.3066094050854145
156 2604976  3.0 2.9577112369435348
156 1706364  3.0 3.3564551981622497
156 1567202  1.0 1.7370021248599232
156 1145956  3.0 2.8218869079634774
156 2527376  4.0 4.028479673801252
156 1103080  5.0 3.5054846811859544
156 2414191  2.0 2.7112907286701105
156 1261084  4.0 2.767761586965477
156 864172  2.0 2.8993426000196347
156 334051  3.0 3.4389530027248
156 786695  4.0 3.616407653257803
156 798730  4.0 4.373955577275029
156 1047830  3.0 3.4377963944713117
156 1964514  4.0 3.798584051596387
156 471023  4.0 3.6880583539593794
156 684056  3.0 2.9804721084663863
156 1329779  4.0 3.5794345284036613
156 1473595  4.0 3.659449251759763
156 788852  4.0 3.4203249895063195
156 2147779  1.0 3.9758270311535138
156 1125150  2.0 3.643574599673817
156 929122  3.0 3.231619231283767
156 1160858  3.0 3.469481948126893
156 2457095  2.0 2.220568987033025
156 1125803  3.0 3.6653179760813184
156 1204995  3.0 3.958246069740734
156 2494753  3.0 3.391678748331338
156 422879  4.0 4.210223500759649
156 2055810  5.0 3.018201201360019
156 659526  3.0 3.5506923614154378
156 143120  5.0 3.6451350462584884
156 1696181  4.0 3.9767493378430645
156 2485784  5.0 3.390558796255387
156 1999791  4.0 3.771624914978506
156 877394  3.0 2.8237476099325214
156 779811  3.0 3.5975903271436285
156 675111  2.0 2.6858590348144684
156 905964  1.0 3.490121337418555
156 2387369  3.0 3.673128416097093
156 1941703  3.0 3.640379002283278
156 525071  1.0 2.4584036469681636
156 1824009  4.0 3.6296488073167947
156 2572409  3.0 3.613596049028807
156 2086711  3.0 4.10913693340048
156 869468  4.0 2.948997815003702
156 942513  5.0 4.135085006279254
156 203369  4.0 3.806879326977669
156 1833607  4.0 3.7817323802370297
156 2561723  4.0 3.659047400632286
156 1684982  4.0 3.547757536750204
156 789408  4.0 3.3466639399146954
156 2216080  4.0 3.5041978385369625
156 837258  3.0 3.4269866095937087
156 200216  4.0 3.341189658419235
156 1352115  3.0 3.716649341666364
156 797705  3.0 3.1163690021296575
156 1038978  2.0 3.045848866109751
156 1826924  4.0 3.4624125871394407
156 755163  3.0 2.796207130153257
156 53629  3.0 3.25331175435039
156 548034  4.0 3.587588289015934
156 318100  5.0 3.6582722000000563
156 2372839  3.0 3.399859016791045
156 1892097  4.0 4.672193090280713
156 1123874  1.0 2.035665899336587
156 2203465  3.0 3.797278050987417
156 282390  4.0 4.02011140995801
156 446163  3.0 3.5334331278577538
156 477297  2.0 3.4003980120654496
156 2435658  3.0 2.8990673827822917
156 553908  4.0 3.627346715387142
156 2337494  3.0 2.818863859236365
156 1382872  4.0 3.0969033617071635
156 236772  3.0 3.4118316448223522
156 1819175  4.0 3.7767985207577275
156 1316977  5.0 3.5628252148437793
156 900771  5.0 3.5763981123421873
156 298126  1.0 2.7648236768215493
156 789894  2.0 2.985817867455618
156 400440  3.0 3.2833151753345344
156 973051  5.0 4.4730669153706595
156 2508958  2.0 3.275159842531848
156 1415865  1.0 3.334717190631955
156 322064  2.0 2.3705530849925194
156 690741  5.0 4.111935901138306
156 61928  2.0 2.900792226674573
156 690754  5.0 3.485811094242626
156 1486911  5.0 3.4601870751619073
156 624987  3.0 3.6262004284136684
156 2186537  5.0 3.618584399744565
156 2375280  2.0 3.374677256156396
156 126216  4.0 3.275395218675428
156 942523  4.0 3.9792706567019174
156 202572  3.0 3.32187218916321
156 993089  3.0 3.6276518006198573
156 170794  5.0 3.334662589645821
156 961389  3.0 3.773167112322744
156 351328  2.0 3.434873078898365
156 101554  4.0 3.264785860135198
156 1482441  4.0 4.244578578992146
156 2354382  5.0 3.9102749060064235
156 1878780  3.0 3.0273911193545695
156 1721447  3.0 3.73826607552535
156 383952  2.0 3.110562931410266
156 520080  3.0 3.4579716938860683
156 1070187  2.0 3.078469876863733
156 1147738  3.0 3.8401969754480834
156 1630669  4.0 3.70112753378997
156 320177  4.0 3.994710424368262
156 340492  2.0 2.7775892100854196
174 1850680  1.0 1.7006021225644536
174 1710658  3.0 2.922466903581853
174 1118120  4.0 3.105155876105989
185 1227322  1.0 1.122907615173688
185 2388205  3.0 2.815220931592745
185 1928445  3.0 3.7128001362225236
185 2541939  1.0 2.5202387464447846
185 1784150  3.0 2.904626041273064
185 643058  1.0 2.339259355445381
185 306350  3.0 2.8978835216345367
185 2447861  3.0 3.7699623952171084
185 888617  5.0 4.161612302393647
185 684220  3.0 3.2341790193859463
185 2386059  4.0 3.4736764596255303
185 1586184  3.0 2.7491584457111657
185 940706  3.0 3.1431848411678147
185 451309  2.0 3.070675319334503
185 1206380  4.0 3.320283609571942
185 1063315  4.0 3.1584710364432538
185 1255348  4.0 3.5481996687572694
185 1123886  3.0 2.9719843059268953
185 1298511  1.0 2.1567122859702335
185 2378112  2.0 2.925658628248582
185 2270073  2.0 3.572414293037166
185 2553056  4.0 3.3259693431553594
185 2296658  3.0 2.9216157580833984
185 574834  3.0 3.155653365610581
185 128348  4.0 2.577697824685337
185 198459  2.0 2.79208802842179
185 2397008  1.0 3.2007330736772426
185 1370564  1.0 2.376589226349478
185 2246061  4.0 3.183500567673441
185 2245483  4.0 2.9212300183475115
185 1428871  3.0 3.5877643527458205
185 646757  3.0 2.9624851417010496
185 2270041  1.0 2.2513754015150744
185 1782185  3.0 2.6834446694522303
185 813594  2.0 2.788067810805737
185 301501  4.0 4.79252228944816
185 2487127  1.0 1.2290280691292126
185 1663888  2.0 2.948951314983334
185 734355  3.0 2.5145471577208602
185 2093105  3.0 2.505815214462598
185 1707198  3.0 2.3599676942308268
185 1790903  3.0 2.821644452344934
185 610024  4.0 3.303145039308529
185 1795694  2.0 2.268363101924375
192 2092746  3.0 3.5291559787166267
192 462171  3.0 2.661206579914258
192 1435891  1.0 2.912016454533593
192 2489526  4.0 3.1089094635322794
192 2393478  3.0 3.134123031738991
192 1160597  4.0 3.701889368998334
207 1563935  1.0 1.0473532640900833
207 1839246  2.0 2.554362992843552
207 2282751  1.0 3.2852035980813543
214 2398923  1.0 2.0977769403644877
214 2002781  1.0 3.0988260987748717
214 2634967  1.0 1.0825133331599237
218 2302897  4.0 4.080478793791298
218 305344  3.0 1.4813933548916982
222 1889646  5.0 3.1080476517385582
222 1697157  1.0 2.4991704744850107
229 1466320  3.0 3.6732244110241306
229 2484595  5.0 4.152166210869566
229 1917946  1.0 2.033802505760054
229 2225743  1.0 1.977766467861716
229 1368422  2.0 3.1852126081665286
229 517790  3.0 2.841537727452978
237 499718  3.0 3.7493291032423635
237 2439493  1.0 0.8062823702340953
237 382186  4.0 3.3489690018196168
237 1898310  4.0 3.2676782857763484
237 2270073  2.0 4.338248125214505
237 230265  3.0 3.2612638767859545
237 2021271  3.0 3.3819856349013
237 2646634  3.0 4.074444956121344
259 1673904  5.0 4.60198427724222
259 365119  2.0 3.4131584553331926
259 900622  3.0 3.2475731398089334
267 2531303  2.0 2.86807437733425
267 2401585  5.0 3.39420237229349
267 2233782  4.0 4.011982445026012
267 2270611  2.0 2.480951985731406
267 2483121  5.0 4.265191741526868
267 897867  4.0 4.25325093393013
267 1238184  2.0 2.5582939835933103
267 1884737  4.0 3.759241253914942
267 2039272  5.0 4.445356520421547
267 124598  5.0 4.877520866309293
267 1745577  5.0 5.0
267 1118120  5.0 3.2599291722872006
267 1483639  4.0 3.613902394068838
267 2116966  5.0 3.740908169316906
267 978104  4.0 3.553722953920228
276 905537  2.0 1.7194410468797912
276 1708765  4.0 2.550878913751417
276 1707646  2.0 3.156845311167153
287 1664010  4.0 4.202612105763845
305 44734  3.0 3.0209719241388613
305 706282  3.0 3.5142083726044726
305 1409989  3.0 3.567894818200132
305 1519073  5.0 3.4154123610210463
305 1059927  5.0 3.9626174568463974
305 303948  5.0 3.753222957163329
305 2475820  4.0 3.522998984197364
305 1439097  5.0 4.61462632744739
305 245808  3.0 3.64943985931546
305 687311  4.0 3.229483336874664
305 976059  3.0 3.5470816817404747
305 649969  4.0 3.744655730303446
305 1612558  2.0 2.4824688697041895
305 1954032  2.0 3.2424616542125935
305 2119007  1.0 3.5234807357962206
305 566819  5.0 3.9559410479338157
305 2360401  3.0 3.616943480113043
305 1335582  4.0 3.628962196502679
305 984936  5.0 4.170966256973549
305 1278832  3.0 3.1295501873298686
305 955706  4.0 4.0203683207081795
305 2433476  4.0 3.7730867146621616
305 2034101  4.0 3.886799948836941
305 1750396  4.0 3.3575861358094707
305 691878  3.0 3.3551080632792725
305 33430  2.0 3.019737366337806
305 89853  4.0 3.827918280627111
305 2148197  3.0 3.392273046432192
305 261107  4.0 3.984178959108485
305 706264  3.0 3.2357588364532126
305 2409015  5.0 3.4539452320868533
305 2239625  4.0 3.575445060971988
305 1659398  3.0 3.3709520631025445
305 1077044  4.0 3.9904345205967715
305 791026  2.0 3.0139609037976145
305 2561901  2.0 3.6069311988138697
305 2408589  4.0 3.8737962258436345
305 2466950  5.0 3.9372405656366762
305 497457  4.0 3.240089182141615
305 1412898  2.0 2.3927792208303478
305 1741931  4.0 3.358896817994999
305 2397204  4.0 3.1892918902228655
305 1404024  4.0 3.555283946585458
305 184199  4.0 3.9625045948984656
305 1074718  4.0 4.067050358371706
305 263291  4.0 3.4023330328072268
305 1777474  3.0 3.643732427849209
305 2171089  3.0 3.361645092077846
305 659285  3.0 3.1948985382702118
305 937813  5.0 4.148323547215806
305 183435  3.0 3.703651734403027
305 917355  3.0 3.5048730400751076
305 461075  1.0 2.395708468190788
305 185867  4.0 3.9497039827715166
305 2037890  4.0 3.084467105935217
305 542907  4.0 3.497425551876022
305 1270238  4.0 3.422071464664077
305 2025855  3.0 3.40795349434735
305 809831  5.0 4.143787983723272
305 1401233  5.0 3.589785967300039
305 180537  3.0 3.186519506704773
305 1707884  4.0 3.3249616576856624
305 2309341  3.0 4.33438976616638
305 1760594  3.0 3.8626510466926485
305 188181  3.0 3.4253622397651116
305 1440126  3.0 2.935160570644385
305 2490151  3.0 3.5589245354338326
305 1018303  3.0 3.5335504011094145
305 2368627  4.0 3.7490704055272435
305 129796  4.0 4.1729053719664755
305 2047178  3.0 3.5645876686437803
305 172377  2.0 3.225941538500444
305 721591  3.0 3.014685658955133
305 544925  5.0 3.4960411592949954
305 150784  5.0 4.061016266282966
305 2549746  2.0 2.6808754081913784
305 1851956  5.0 4.090774492169752
305 2637328  5.0 3.804049282206347
305 205023  3.0 4.940224310567544
305 1157143  3.0 3.6179991902594053
305 1995052  5.0 3.9879946469399017
305 1749717  4.0 4.0860310353636535
305 1181609  4.0 3.2535161055717503
305 260080  4.0 3.284416518457179
305 383858  5.0 3.711332591429979
305 2212610  3.0 3.0982060650449936
305 2344621  4.0 3.660263825451695
305 1224275  5.0 3.6241118283725164
305 1053165  3.0 3.1625901702074137
305 2392201  5.0 3.9774627473018187
305 2311304  4.0 3.541998834173835
305 1049321  2.0 2.453164110287307
305 1691893  1.0 2.9376158897778017
305 391543  3.0 4.268658439104023
305 2491745  3.0 4.140287697102757
305 581399  4.0 3.4788245946213143
305 1132203  4.0 3.132400710464322
305 1100816  4.0 3.541040914949629
305 1906026  5.0 3.656905771656957
305 1964597  3.0 3.869600932730821
305 1778955  3.0 3.0926148832132276
305 567875  3.0 2.6667904971129923
305 2002198  3.0 2.993045115869548
305 880635  3.0 2.9868682652602176
305 1828429  3.0 3.770495099295756
305 438340  4.0 3.2299727251369887
305 2644443  4.0 3.575997197973598
305 1191116  5.0 4.859252890183699
305 104237  5.0 5.034530195431837
305 60529  3.0 3.4107139613929034
305 25629  2.0 3.776466503488727
305 2293062  3.0 3.2823876696997605
305 284144  5.0 4.380460566607983
305 2125582  5.0 3.9088825223976236
305 1587985  4.0 3.4021589097863414
305 1582952  3.0 2.9942719003450695
305 1692069  4.0 3.6093730927415892
305 2097976  4.0 3.1358550319439296
305 2387463  4.0 3.847250989650198
305 883684  4.0 2.991335976373922
305 406948  3.0 3.703729254845771
305 2353298  3.0 3.4200510478311887
305 2572548  3.0 3.746212448426546
305 1497566  4.0 3.3902039762190053
305 1503661  4.0 3.4732458687952477
305 2631815  3.0 2.7445624434666582
305 51476  4.0 3.455951462010918
305 1452396  5.0 3.897717379990489
305 328642  1.0 3.117548917513294
305 1292658  3.0 3.006054810593889
305 1939988  5.0 3.1826067871793273
305 1200002  3.0 3.4784534078140066
305 1631334  5.0 3.8404467634245743
305 1744656  4.0 3.4456986647132735
305 2281485  5.0 3.3444208076855437
305 287114  2.0 3.2624570171422795
305 2464375  4.0 3.194131716551224
305 1322556  2.0 2.519609977755516
305 507873  4.0 2.2691539222336816
305 885386  3.0 3.5689593286978845
305 1704018  5.0 3.6827795820912246
305 2305978  3.0 3.5126326337554215
305 2528046  3.0 3.961916902012687
